chemical_formula,Tc,composition,elements,stoichiometry,Category,num_elements
Tl1Ba1.5La0.5Cu1O5,35.0,Tl1 Ba1.5 La0.5 Cu1 O5,"[Element Tl, Element Ba, Element La, Element Cu, Element O]","{'Tl': 1.0, 'Ba': 1.5, 'La': 0.5, 'Cu': 1.0, 'O': 5.0}",Cuprates,5
Tl1Sr1.2La0.8Cu1O5,27.0,Tl1 Sr1.2 La0.8 Cu1 O5,"[Element Tl, Element Sr, Element La, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 1.2, 'La': 0.8, 'Cu': 1.0, 'O': 5.0}",Cuprates,5
Tl1Sr1La1Cu1O8,32.0,Tl1 Sr1 La1 Cu1 O8,"[Element Tl, Element Sr, Element La, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 1.0, 'La': 1.0, 'Cu': 1.0, 'O': 8.0}",Cuprates,5
Hg1Ba2Cu1O4.17,78.0,Hg1 Ba2 Cu1 O4.17,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.17}",Cuprates,4
Hg1Ba2Cu1O4.28,80.0,Hg1 Ba2 Cu1 O4.28,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.28}",Cuprates,4
Tl1Sr2Ca0.8Pr0.2Cu2O7,58.0,Tl1 Sr2 Ca0.8 Pr0.2 Cu2 O7,"[Element Tl, Element Sr, Element Ca, Element Pr, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 2.0, 'Ca': 0.8, 'Pr': 0.2, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Tl1Sr2Ca0.6Pr0.4Cu2O7,70.0,Tl1 Sr2 Ca0.6 Pr0.4 Cu2 O7,"[Element Tl, Element Sr, Element Ca, Element Pr, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 2.0, 'Ca': 0.6, 'Pr': 0.4, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Tl1Sr2Ca0.4Pr0.6Cu2O7,74.0,Tl1 Sr2 Ca0.4 Pr0.6 Cu2 O7,"[Element Tl, Element Sr, Element Ca, Element Pr, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 2.0, 'Ca': 0.4, 'Pr': 0.6, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Tl1Sr2Ca0.2Pr0.8Cu2O7,38.0,Tl1 Sr2 Ca0.2 Pr0.8 Cu2 O7,"[Element Tl, Element Sr, Element Ca, Element Pr, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 2.0, 'Ca': 0.2, 'Pr': 0.8, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Tl1Sr2Ca0.4Tb0.6Cu2O7,62.0,Tl1 Sr2 Ca0.4 Tb0.6 Cu2 O7,"[Element Tl, Element Sr, Element Ca, Element Tb, Element Cu, Element O]","{'Tl': 1.0, 'Sr': 2.0, 'Ca': 0.4, 'Tb': 0.6, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Er1Ba2Cu3O6.6,75.0,Er1 Ba2 Cu3 O6.6,"[Element Er, Element Ba, Element Cu, Element O]","{'Er': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 6.6}",Cuprates,4
Hg1Ba2Ca2Cu3O8.27,135.0,Hg1 Ba2 Ca2 Cu3 O8.27,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 8.27}",Cuprates,5
Hg1Ba2Ca2Cu3O8.18,94.0,Hg1 Ba2 Ca2 Cu3 O8.18,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 8.18}",Cuprates,5
La2Cu1O4.06,45.0,La2 Cu1 O4.06,"[Element La, Element Cu, Element O]","{'La': 2.0, 'Cu': 1.0, 'O': 4.06}",Cuprates,3
La2Cu1O4.075,45.0,La2 Cu1 O4.075,"[Element La, Element Cu, Element O]","{'La': 2.0, 'Cu': 1.0, 'O': 4.075}",Cuprates,3
La2Cu1O4.04,32.0,La2 Cu1 O4.04,"[Element La, Element Cu, Element O]","{'La': 2.0, 'Cu': 1.0, 'O': 4.04}",Cuprates,3
La2Cu1O4.05,32.0,La2 Cu1 O4.05,"[Element La, Element Cu, Element O]","{'La': 2.0, 'Cu': 1.0, 'O': 4.05}",Cuprates,3
Bi1.8Pb0.3Sr2Ca2Cu3O10,109.0,Bi1.8 Pb0.3 Sr2 Ca2 Cu3 O10,"[Element Bi, Element Pb, Element Sr, Element Ca, Element Cu, Element O]","{'Bi': 1.8, 'Pb': 0.3, 'Sr': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 10.0}",Cuprates,6
La1.89Sr0.11Cu0.995Fe0.005O4,14.7,La1.89 Sr0.11 Cu0.995 Fe0.005 O4,"[Element La, Element Sr, Element Cu, Element Fe, Element O]","{'La': 1.89, 'Sr': 0.11, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,5
H0.1La1.89Sr0.11Cu0.995Fe0.005O4,14.0,H0.1 La1.89 Sr0.11 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.1, 'La': 1.89, 'Sr': 0.11, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
H0.27La1.89Sr0.11Cu0.995Fe0.005O4,13.8,H0.27 La1.89 Sr0.11 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.27, 'La': 1.89, 'Sr': 0.11, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
H0.4La1.89Sr0.11Cu0.995Fe0.005O4,13.5,H0.4 La1.89 Sr0.11 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.4, 'La': 1.89, 'Sr': 0.11, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
H0.55La0.89Sr0.11Cu0.995Fe0.005O4,13.2,H0.55 La0.89 Sr0.11 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.55, 'La': 0.89, 'Sr': 0.11, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
La1.8Sr0.2Cu0.995Fe0.005O4,25.5,La1.8 Sr0.2 Cu0.995 Fe0.005 O4,"[Element La, Element Sr, Element Cu, Element Fe, Element O]","{'La': 1.8, 'Sr': 0.2, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,5
H0.19La1.8Sr0.2Cu0.995Fe0.005O4,27.2,H0.19 La1.8 Sr0.2 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.19, 'La': 1.8, 'Sr': 0.2, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
H0.55La1.8Sr0.2Cu0.995Fe0.005O4,26.0,H0.55 La1.8 Sr0.2 Cu0.995 Fe0.005 O4,"[Element H, Element La, Element Sr, Element Cu, Element Fe, Element O]","{'H': 0.55, 'La': 1.8, 'Sr': 0.2, 'Cu': 0.995, 'Fe': 0.005, 'O': 4.0}",Cuprates,6
Ca1.9Na0.1Cu1Cl2O2,26.0,Ca1.9 Na0.1 Cu1 Cl2 O2,"[Element Ca, Element Na, Element Cu, Element Cl, Element O]","{'Ca': 1.9, 'Na': 0.1, 'Cu': 1.0, 'Cl': 2.0, 'O': 2.0}",Cuprates,5
Tl1.75Ba2Cu1.2O5.98,26.0,Tl1.75 Ba2 Cu1.2 O5.98,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 1.75, 'Ba': 2.0, 'Cu': 1.2, 'O': 5.98}",Cuprates,4
Tl1.63Ba2Ca1.3Cu2O7.94,91.0,Tl1.63 Ba2 Ca1.3 Cu2 O7.94,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 1.63, 'Ba': 2.0, 'Ca': 1.3, 'Cu': 2.0, 'O': 7.94}",Cuprates,5
Tl1.62Ba2Ca2.3Cu3O9.92,113.0,Tl1.62 Ba2 Ca2.3 Cu3 O9.92,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 1.62, 'Ba': 2.0, 'Ca': 2.3, 'Cu': 3.0, 'O': 9.92}",Cuprates,5
Tl1.6Ba2Ca3.3Cu4O11.89,103.0,Tl1.6 Ba2 Ca3.3 Cu4 O11.89,"[Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Tl': 1.6, 'Ba': 2.0, 'Ca': 3.3, 'Cu': 4.0, 'O': 11.89}",Cuprates,5
Tl1.89Ba2Cu1.11O6.18,49.0,Tl1.89 Ba2 Cu1.11 O6.18,"[Element Tl, Element Ba, Element Cu, Element O]","{'Tl': 1.89, 'Ba': 2.0, 'Cu': 1.11, 'O': 6.18}",Cuprates,4
Hg1Ba2Cu1O4.23,30.0,Hg1 Ba2 Cu1 O4.23,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.23}",Cuprates,4
Hg1Ba2Cu1O4.21,80.0,Hg1 Ba2 Cu1 O4.21,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.21}",Cuprates,4
La1.895Sr0.105Cu1O4,26.3,La1.895 Sr0.105 Cu1 O4,"[Element La, Element Sr, Element Cu, Element O]","{'La': 1.895, 'Sr': 0.105, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
La1.885Sr0.115Cu1O4,24.7,La1.885 Sr0.115 Cu1 O4,"[Element La, Element Sr, Element Cu, Element O]","{'La': 1.885, 'Sr': 0.115, 'Cu': 1.0, 'O': 4.0}",Cuprates,4
Hg1Ba2Cu1O4.19,95.0,Hg1 Ba2 Cu1 O4.19,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.19}",Cuprates,4
Hg1Ba2Cu1O4.22,97.0,Hg1 Ba2 Cu1 O4.22,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.22}",Cuprates,4
Hg1Ba2Cu1O4.3,81.0,Hg1 Ba2 Cu1 O4.3,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.3}",Cuprates,4
Hg1Ba2Cu1O4.31,78.0,Hg1 Ba2 Cu1 O4.31,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.31}",Cuprates,4
Hg1Ba2Cu1O4.34,59.0,Hg1 Ba2 Cu1 O4.34,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.34}",Cuprates,4
Hg1Ba2Cu1O4.37,40.0,Hg1 Ba2 Cu1 O4.37,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.37}",Cuprates,4
Lu0.9Pr0.1Ba1.7Sr0.3Cu3O6.95,79.0,Lu0.9 Pr0.1 Ba1.7 Sr0.3 Cu3 O6.95,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.9, 'Pr': 0.1, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.95}",Cuprates,6
Lu0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,77.0,Lu0.85 Pr0.15 Ba1.7 Sr0.3 Cu3 O6.91,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.85, 'Pr': 0.15, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.91}",Cuprates,6
Lu0.8Pr0.2Ba1.7Sr0.3Cu3O6.93,75.0,Lu0.8 Pr0.2 Ba1.7 Sr0.3 Cu3 O6.93,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.8, 'Pr': 0.2, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.93}",Cuprates,6
Lu0.75Pr0.25Ba1.7Sr0.3Cu3O6.9,66.0,Lu0.75 Pr0.25 Ba1.7 Sr0.3 Cu3 O6.9,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.75, 'Pr': 0.25, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.9}",Cuprates,6
Lu0.7Pr0.3Ba1.7Sr0.3Cu3O6.89,61.0,Lu0.7 Pr0.3 Ba1.7 Sr0.3 Cu3 O6.89,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.7, 'Pr': 0.3, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.89}",Cuprates,6
Lu0.65Pr0.35Ba1.7Sr0.3Cu3O6.93,52.0,Lu0.65 Pr0.35 Ba1.7 Sr0.3 Cu3 O6.93,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.65, 'Pr': 0.35, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.93}",Cuprates,6
Lu0.6Pr0.4Ba1.7Sr0.3Cu3O6.91,47.0,Lu0.6 Pr0.4 Ba1.7 Sr0.3 Cu3 O6.91,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.6, 'Pr': 0.4, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.91}",Cuprates,6
Lu0.55Pr0.45Ba1.7Sr0.3Cu3O6.92,35.0,Lu0.55 Pr0.45 Ba1.7 Sr0.3 Cu3 O6.92,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.55, 'Pr': 0.45, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.92}",Cuprates,6
Lu0.5Pr0.5Ba1.7Sr0.3Cu3O6.92,20.0,Lu0.5 Pr0.5 Ba1.7 Sr0.3 Cu3 O6.92,"[Element Lu, Element Pr, Element Ba, Element Sr, Element Cu, Element O]","{'Lu': 0.5, 'Pr': 0.5, 'Ba': 1.7, 'Sr': 0.3, 'Cu': 3.0, 'O': 6.92}",Cuprates,6
Ca0.1Ba1.65La1.25Cu3O6.98,8.0,Ca0.1 Ba1.65 La1.25 Cu3 O6.98,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.1, 'Ba': 1.65, 'La': 1.25, 'Cu': 3.0, 'O': 6.98}",Cuprates,5
Ca0.4Ba1.35La1.25Cu3O6.98,40.1,Ca0.4 Ba1.35 La1.25 Cu3 O6.98,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.35, 'La': 1.25, 'Cu': 3.0, 'O': 6.98}",Cuprates,5
Ca0.4Ba1.35La1.25Cu3O7.05,60.0,Ca0.4 Ba1.35 La1.25 Cu3 O7.05,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.35, 'La': 1.25, 'Cu': 3.0, 'O': 7.05}",Cuprates,5
Ca0.4Ba1.35La1.25Cu3O7.14,78.8,Ca0.4 Ba1.35 La1.25 Cu3 O7.14,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.35, 'La': 1.25, 'Cu': 3.0, 'O': 7.14}",Cuprates,5
Ca0.4Ba1.15La1.45Cu3O7.12,7.6,Ca0.4 Ba1.15 La1.45 Cu3 O7.12,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.15, 'La': 1.45, 'Cu': 3.0, 'O': 7.12}",Cuprates,5
Ca0.4Ba1.15La1.45Cu3O7.21,43.9,Ca0.4 Ba1.15 La1.45 Cu3 O7.21,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.15, 'La': 1.45, 'Cu': 3.0, 'O': 7.21}",Cuprates,5
Ca0.4Ba1.15La1.45Cu3O7.23,52.8,Ca0.4 Ba1.15 La1.45 Cu3 O7.23,"[Element Ca, Element Ba, Element La, Element Cu, Element O]","{'Ca': 0.4, 'Ba': 1.15, 'La': 1.45, 'Cu': 3.0, 'O': 7.23}",Cuprates,5
Ce1Ir1In5,0.4,Ce1 Ir1 In5,"[Element Ce, Element Ir, Element In]","{'Ce': 1.0, 'Ir': 1.0, 'In': 5.0}",Other,3
Ce1Co1In5,2.3,Ce1 Co1 In5,"[Element Ce, Element Co, Element In]","{'Ce': 1.0, 'Co': 1.0, 'In': 5.0}",Other,3
Ce1Co1In4.97Sn0.03,1.86,Ce1 Co1 In4.97 Sn0.03,"[Element Ce, Element Co, Element In, Element Sn]","{'Ce': 1.0, 'Co': 1.0, 'In': 4.97, 'Sn': 0.03}",Other,4
Ce1Co1In4.94Sn0.06,1.57,Ce1 Co1 In4.94 Sn0.06,"[Element Ce, Element Co, Element In, Element Sn]","{'Ce': 1.0, 'Co': 1.0, 'In': 4.94, 'Sn': 0.06}",Other,4
Ce1Co1In4.88Sn0.12,0.93,Ce1 Co1 In4.88 Sn0.12,"[Element Ce, Element Co, Element In, Element Sn]","{'Ce': 1.0, 'Co': 1.0, 'In': 4.88, 'Sn': 0.12}",Other,4
Rb1Os2O6,6.3,Rb1 Os2 O6,"[Element Rb, Element Os, Element O]","{'Rb': 1.0, 'Os': 2.0, 'O': 6.0}",Other,3
Na0.35Co1H2.6O3.3,4.8,Na0.35 Co1 H2.6 O3.3,"[Element Na, Element Co, Element H, Element O]","{'Na': 0.35, 'Co': 1.0, 'H': 2.6, 'O': 3.3}",Hydrides,4
Bi2Sr2Cu1O6.36,8.0,Bi2 Sr2 Cu1 O6.36,"[Element Bi, Element Sr, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 2.0, 'Cu': 1.0, 'O': 6.36}",Cuprates,4
Bi2Sr1.6La0.4Cu1O6,32.0,Bi2 Sr1.6 La0.4 Cu1 O6,"[Element Bi, Element Sr, Element La, Element Cu, Element O]","{'Bi': 2.0, 'Sr': 1.6, 'La': 0.4, 'Cu': 1.0, 'O': 6.0}",Cuprates,5
La1.84Sr0.16Cu0.99Co0.01O4,29.0,La1.84 Sr0.16 Cu0.99 Co0.01 O4,"[Element La, Element Sr, Element Cu, Element Co, Element O]","{'La': 1.84, 'Sr': 0.16, 'Cu': 0.99, 'Co': 0.01, 'O': 4.0}",Cuprates,5
La1.83Sr0.17Cu0.98Co0.02O4,16.0,La1.83 Sr0.17 Cu0.98 Co0.02 O4,"[Element La, Element Sr, Element Cu, Element Co, Element O]","{'La': 1.83, 'Sr': 0.17, 'Cu': 0.98, 'Co': 0.02, 'O': 4.0}",Cuprates,5
La1.82Sr0.18Cu0.97Co0.03O4,3.0,La1.82 Sr0.18 Cu0.97 Co0.03 O4,"[Element La, Element Sr, Element Cu, Element Co, Element O]","{'La': 1.82, 'Sr': 0.18, 'Cu': 0.97, 'Co': 0.03, 'O': 4.0}",Cuprates,5
La1.82Sr0.18Cu0.98Mn0.02O4,37.0,La1.82 Sr0.18 Cu0.98 Mn0.02 O4,"[Element La, Element Sr, Element Cu, Element Mn, Element O]","{'La': 1.82, 'Sr': 0.18, 'Cu': 0.98, 'Mn': 0.02, 'O': 4.0}",Cuprates,5
La1.79Sr0.21Cu0.96Mn0.04O4,37.0,La1.79 Sr0.21 Cu0.96 Mn0.04 O4,"[Element La, Element Sr, Element Cu, Element Mn, Element O]","{'La': 1.79, 'Sr': 0.21, 'Cu': 0.96, 'Mn': 0.04, 'O': 4.0}",Cuprates,5
La1.76Sr0.24Cu0.94Mn0.06O4,37.0,La1.76 Sr0.24 Cu0.94 Mn0.06 O4,"[Element La, Element Sr, Element Cu, Element Mn, Element O]","{'La': 1.76, 'Sr': 0.24, 'Cu': 0.94, 'Mn': 0.06, 'O': 4.0}",Cuprates,5
La1.73Sr0.27Cu0.92Mn0.08O4,37.0,La1.73 Sr0.27 Cu0.92 Mn0.08 O4,"[Element La, Element Sr, Element Cu, Element Mn, Element O]","{'La': 1.73, 'Sr': 0.27, 'Cu': 0.92, 'Mn': 0.08, 'O': 4.0}",Cuprates,5
La1.7Sr0.3Cu0.9Mn0.1O4,37.0,La1.7 Sr0.3 Cu0.9 Mn0.1 O4,"[Element La, Element Sr, Element Cu, Element Mn, Element O]","{'La': 1.7, 'Sr': 0.3, 'Cu': 0.9, 'Mn': 0.1, 'O': 4.0}",Cuprates,5
Hg1Tl1Ba2Ca1Cu2O8,35.0,Hg1 Tl1 Ba2 Ca1 Cu2 O8,"[Element Hg, Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Tl': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 8.0}",Cuprates,6
Hg1Tl1Ba2Ca2Cu3O10,76.0,Hg1 Tl1 Ba2 Ca2 Cu3 O10,"[Element Hg, Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Tl': 1.0, 'Ba': 2.0, 'Ca': 2.0, 'Cu': 3.0, 'O': 10.0}",Cuprates,6
Hg1Tl1Ba2Ca3Cu4O12,110.0,Hg1 Tl1 Ba2 Ca3 Cu4 O12,"[Element Hg, Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Tl': 1.0, 'Ba': 2.0, 'Ca': 3.0, 'Cu': 4.0, 'O': 12.0}",Cuprates,6
Hg1Tl1Ba2Ca4Cu5O14,90.0,Hg1 Tl1 Ba2 Ca4 Cu5 O14,"[Element Hg, Element Tl, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Tl': 1.0, 'Ba': 2.0, 'Ca': 4.0, 'Cu': 5.0, 'O': 14.0}",Cuprates,6
Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40.0,Fe0.5 Ba1 Sr1 Tm1 Cu2.5 O7.432,"[Element Fe, Element Ba, Element Sr, Element Tm, Element Cu, Element O]","{'Fe': 0.5, 'Ba': 1.0, 'Sr': 1.0, 'Tm': 1.0, 'Cu': 2.5, 'O': 7.432}",Cuprates,6
Fe0.5Ba1Sr1Er1Cu2.5O7.439,47.8,Fe0.5 Ba1 Sr1 Er1 Cu2.5 O7.439,"[Element Fe, Element Ba, Element Sr, Element Er, Element Cu, Element O]","{'Fe': 0.5, 'Ba': 1.0, 'Sr': 1.0, 'Er': 1.0, 'Cu': 2.5, 'O': 7.439}",Cuprates,6
Fe0.5Ba1Sr1Ho1Cu2.5O7.462,45.2,Fe0.5 Ba1 Sr1 Ho1 Cu2.5 O7.462,"[Element Fe, Element Ba, Element Sr, Element Ho, Element Cu, Element O]","{'Fe': 0.5, 'Ba': 1.0, 'Sr': 1.0, 'Ho': 1.0, 'Cu': 2.5, 'O': 7.462}",Cuprates,6
K1Os2O6,9.53,K1 Os2 O6,"[Element K, Element Os, Element O]","{'K': 1.0, 'Os': 2.0, 'O': 6.0}",Other,3
Sm1Ba2Cu3O6.92,90.0,Sm1 Ba2 Cu3 O6.92,"[Element Sm, Element Ba, Element Cu, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 6.92}",Cuprates,4
Sm1Ba2Cu2.98Fe0.02O6.76,84.0,Sm1 Ba2 Cu2.98 Fe0.02 O6.76,"[Element Sm, Element Ba, Element Cu, Element Fe, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.98, 'Fe': 0.02, 'O': 6.76}",Cuprates,5
Sm1Ba2Cu2.96Fe0.04O6.81,78.0,Sm1 Ba2 Cu2.96 Fe0.04 O6.81,"[Element Sm, Element Ba, Element Cu, Element Fe, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.96, 'Fe': 0.04, 'O': 6.81}",Cuprates,5
Sm1Ba2Cu2.9Fe0.1O6.89,66.0,Sm1 Ba2 Cu2.9 Fe0.1 O6.89,"[Element Sm, Element Ba, Element Cu, Element Fe, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.9, 'Fe': 0.1, 'O': 6.89}",Cuprates,5
Sm1Ba2Cu2.8Fe0.2O6.96,47.0,Sm1 Ba2 Cu2.8 Fe0.2 O6.96,"[Element Sm, Element Ba, Element Cu, Element Fe, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.8, 'Fe': 0.2, 'O': 6.96}",Cuprates,5
Sm1Ba2Cu3O6.89,90.0,Sm1 Ba2 Cu3 O6.89,"[Element Sm, Element Ba, Element Cu, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 3.0, 'O': 6.89}",Cuprates,4
Sm1Ba2Cu2.96Ni0.04O6.88,83.0,Sm1 Ba2 Cu2.96 Ni0.04 O6.88,"[Element Sm, Element Ba, Element Cu, Element Ni, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.96, 'Ni': 0.04, 'O': 6.88}",Cuprates,5
Sm1Ba2Cu2.7Ni0.3O6.97,24.0,Sm1 Ba2 Cu2.7 Ni0.3 O6.97,"[Element Sm, Element Ba, Element Cu, Element Ni, Element O]","{'Sm': 1.0, 'Ba': 2.0, 'Cu': 2.7, 'Ni': 0.3, 'O': 6.97}",Cuprates,5
Hg1Ba2Cu1O4.16,88.0,Hg1 Ba2 Cu1 O4.16,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.16}",Cuprates,4
Tl1Bi1Sr2Ca1Cu2O7,86.0,Tl1 Bi1 Sr2 Ca1 Cu2 O7,"[Element Tl, Element Bi, Element Sr, Element Ca, Element Cu, Element O]","{'Tl': 1.0, 'Bi': 1.0, 'Sr': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 7.0}",Cuprates,6
Hg1Ba2Cu1O4.06,71.0,Hg1 Ba2 Cu1 O4.06,"[Element Hg, Element Ba, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Cu': 1.0, 'O': 4.06}",Cuprates,4
Hg1Ba2Ca1Cu2O6.1,93.0,Hg1 Ba2 Ca1 Cu2 O6.1,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 6.1}",Cuprates,5
Hg1Ba2Ca1Cu2O6.13,102.0,Hg1 Ba2 Ca1 Cu2 O6.13,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 6.13}",Cuprates,5
Hg1Ba2Ca1Cu2O6.14,105.0,Hg1 Ba2 Ca1 Cu2 O6.14,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 6.14}",Cuprates,5
Hg1Ba2Ca1Cu2O6.16,121.0,Hg1 Ba2 Ca1 Cu2 O6.16,"[Element Hg, Element Ba, Element Ca, Element Cu, Element O]","{'Hg': 1.0, 'Ba': 2.0, 'Ca': 1.0, 'Cu': 2.0, 'O': 6.16}",Cuprates,5
